VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2024-04-01 00:18:50,2024-04-01 00:19:48,N,1.0,146,146,1.0,0.15,3.7,1.0,0.5,0.0,0.0,,1.0,6.2,2.0,1.0,0.0
2,2024-04-01 00:56:16,2024-04-01 01:12:56,N,1.0,65,225,1.0,3.06,17.7,1.0,0.5,4.04,0.0,,1.0,24.24,1.0,1.0,0.0
2,2024-04-01 00:23:09,2024-04-01 00:33:03,N,1.0,226,146,1.0,1.95,11.4,1.0,0.5,3.48,0.0,,1.0,17.38,1.0,1.0,0.0
2,2024-03-31 22:34:23,2024-03-31 22:45:33,N,1.0,74,116,1.0,1.93,12.8,1.0,0.5,3.06,0.0,,1.0,18.36,1.0,1.0,0.0
2,2024-03-31 23:21:41,2024-03-31 23:29:40,N,1.0,236,238,1.0,1.5,10.7,1.0,0.5,0.8,0.0,,1.0,16.75,1.0,1.0,2.75
2,2024-04-01 00:41:53,2024-04-01 00:50:31,N,1.0,92,92,1.0,2.02,12.1,1.0,0.5,0.0,0.0,,1.0,14.6,2.0,1.0,0.0
2,2024-04-01 00:26:37,2024-04-01 00:32:16,N,1.0,129,129,2.0,0.54,6.5,1.0,0.5,5.0,0.0,,1.0,14.0,1.0,1.0,0.0
2,2024-04-01 00:26:57,2024-04-01 00:35:21,N,1.0,83,82,1.0,1.42,10.0,1.0,0.5,0.0,0.0,,1.0,12.5,2.0,1.0,0.0
2,2024-04-01 00:54:37,2024-04-01 01:05:48,N,1.0,83,196,1.0,2.3,13.5,1.0,0.5,2.0,0.0,,1.0,18.0,1.0,1.0,0.0
2,2024-04-01 00:00:48,2024-04-01 00:13:44,N,1.0,260,80,1.0,4.47,20.5,1.0,0.5,0.0,0.0,,1.0,23.0,2.0,1.0,0.0
2,2024-03-31 23:45:17,2024-04-01 00:06:32,N,1.0,82,160,1.0,3.71,21.2,1.0,0.5,4.74,0.0,,1.0,28.44,1.0,1.0,0.0
2,2024-04-01 00:33:32,2024-04-01 00:34:23,N,5.0,132,132,1.0,0.11,13.0,0.0,0.0,0.01,0.0,,1.0,14.01,1.0,2.0,0.0
2,2024-04-01 00:54:59,2024-04-01 00:55:13,N,5.0,7,7,1.0,0.0,149.0,0.0,0.0,0.0,0.0,,1.0,150.0,2.0,2.0,0.0
2,2024-04-01 00:23:10,2024-04-01 00:29:20,N,1.0,129,83,2.0,0.98,7.9,1.0,0.5,0.0,0.0,,1.0,10.4,2.0,1.0,0.0
2,2024-04-01 00:55:43,2024-04-01 01:12:45,N,1.0,95,82,1.0,3.27,17.7,1.0,0.5,5.0,0.0,,1.0,25.2,1.0,1.0,0.0
2,2024-04-01 00:08:17,2024-04-01 00:09:13,N,5.0,53,53,1.0,0.08,20.0,0.0,0.0,0.0,0.0,,1.0,21.0,2.0,2.0,0.0
2,2024-04-01 00:52:38,2024-04-01 01:14:32,N,1.0,181,91,1.0,4.67,24.7,1.0,0.5,0.0,0.0,,1.0,27.2,2.0,1.0,0.0
2,2024-04-01 00:20:02,2024-04-01 00:20:04,N,5.0,264,264,2.0,0.0,45.0,0.0,0.0,0.0,0.0,,1.0,46.0,1.0,2.0,0.0
2,2024-04-01 00:07:38,2024-04-01 00:11:32,N,1.0,82,129,2.0,0.61,5.8,1.0,0.5,0.0,0.0,,1.0,8.3,2.0,1.0,0.0
2,2024-04-01 00:58:06,2024-04-01 01:07:44,N,1.0,42,75,1.0,2.47,13.5,1.0,0.5,1.5,0.0,,1.0,17.5,1.0,1.0,0.0
2,2024-04-01 00:10:11,2024-04-01 00:19:53,N,1.0,41,116,1.0,2.07,12.1,1.0,0.5,4.38,0.0,,1.0,18.98,1.0,1.0,0.0
2,2024-04-01 00:29:34,2024-04-01 00:35:22,N,1.0,82,83,1.0,0.67,7.2,1.0,0.5,1.3,0.0,,1.0,11.0,1.0,1.0,0.0
2,2024-04-01 00:40:16,2024-04-01 00:56:00,N,1.0,130,205,1.0,3.69,19.1,1.0,0.5,4.32,0.0,,1.0,25.92,1.0,1.0,0.0
2,2024-04-01 00:17:29,2024-04-01 00:38:13,N,1.0,129,202,1.0,5.18,24.7,1.0,0.5,5.0,0.0,,1.0,32.2,1.0,1.0,0.0
2,2024-04-01 00:06:57,2024-04-01 00:25:08,N,1.0,129,130,1.0,10.35,40.8,1.0,0.5,0.0,0.0,,1.0,43.3,2.0,1.0,0.0
2,2024-04-01 00:32:40,2024-04-01 00:44:52,N,1.0,74,263,1.0,2.43,14.9,1.0,0.5,5.04,0.0,,1.0,25.19,1.0,1.0,2.75
2,2024-04-01 00:29:22,2024-04-01 00:40:11,N,1.0,7,179,1.0,2.07,12.1,1.0,0.5,2.08,0.0,,1.0,16.68,1.0,1.0,0.0
2,2024-04-01 01:09:41,2024-04-01 01:25:13,N,1.0,80,129,2.0,4.79,23.3,1.0,0.5,0.0,0.0,,1.0,25.8,2.0,1.0,0.0
2,2024-03-31 23:29:17,2024-03-31 23:46:17,N,1.0,82,160,1.0,3.28,18.4,1.0,0.5,2.0,0.0,,1.0,22.9,1.0,1.0,0.0
2,2024-04-01 01:06:34,2024-04-01 01:17:18,N,1.0,129,56,1.0,2.26,12.8,1.0,0.5,2.0,0.0,,1.0,17.3,1.0,1.0,0.0
2,2024-04-01 01:02:06,2024-04-01 01:02:39,N,5.0,75,264,1.0,0.0,10.0,0.0,0.0,0.0,0.0,,1.0,11.0,1.0,2.0,0.0
2,2024-04-01 01:27:44,2024-04-01 01:34:36,N,1.0,74,263,1.0,2.29,11.4,1.0,0.5,4.16,0.0,,1.0,20.81,1.0,1.0,2.75
2,2024-04-01 01:06:42,2024-04-01 01:11:52,N,1.0,74,41,1.0,0.81,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0
2,2024-04-01 01:40:28,2024-04-01 01:54:32,N,1.0,129,7,1.0,2.6,15.6,1.0,0.5,3.62,0.0,,1.0,21.72,1.0,1.0,0.0
2,2024-04-01 01:52:27,2024-04-01 02:05:53,N,1.0,7,237,1.0,3.66,17.7,1.0,0.5,3.0,0.0,,1.0,25.95,1.0,1.0,2.75
2,2024-04-01 00:57:58,2024-04-01 01:14:50,N,1.0,226,82,1.0,2.91,18.4,1.0,0.5,0.0,0.0,,1.0,20.9,2.0,1.0,0.0
2,2024-04-01 01:24:49,2024-04-01 01:29:26,N,1.0,129,260,1.0,0.69,6.5,1.0,0.5,0.0,0.0,,1.0,9.0,2.0,1.0,0.0
2,2024-04-01 01:41:46,2024-04-01 01:53:10,N,1.0,226,82,1.0,2.27,14.2,1.0,0.5,0.0,0.0,,1.0,16.7,2.0,1.0,0.0
2,2024-04-01 02:06:00,2024-04-01 03:30:35,N,1.0,82,171,1.0,7.14,33.8,1.0,0.5,7.26,0.0,,1.0,43.56,1.0,1.0,0.0
2,2024-04-01 02:04:47,2024-04-01 02:10:08,N,1.0,127,127,4.0,0.74,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0
2,2024-04-01 02:22:45,2024-04-01 02:26:25,N,1.0,243,127,1.0,0.6,5.8,1.0,0.5,0.0,0.0,,1.0,8.3,2.0,1.0,0.0
2,2024-04-01 02:39:44,2024-04-01 03:00:38,N,1.0,75,148,1.0,7.37,0.0,0.0,-0.5,0.0,0.0,,-1.0,-4.25,2.0,2.0,-2.75
2,2024-04-01 02:39:44,2024-04-01 03:00:38,N,1.0,75,148,1.0,7.37,0.0,0.0,0.5,0.0,0.0,,1.0,4.25,2.0,2.0,2.75
2,2024-04-01 02:09:00,2024-04-01 02:09:05,N,5.0,134,134,5.0,0.77,15.0,0.0,0.0,0.0,0.0,,1.0,16.0,1.0,2.0,0.0
2,2024-04-01 02:19:54,2024-04-01 02:25:06,N,1.0,82,83,1.0,1.02,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0
2,2024-04-01 03:01:49,2024-04-01 03:03:18,N,5.0,255,255,3.0,0.0,60.0,0.0,0.0,0.0,0.0,,1.0,61.0,1.0,2.0,0.0
2,2024-04-01 02:24:39,2024-04-01 02:25:59,N,1.0,41,41,1.0,0.0,3.0,1.0,0.5,0.0,0.0,,1.0,5.5,1.0,1.0,0.0
2,2024-04-01 02:11:06,2024-04-01 02:13:26,N,1.0,179,179,2.0,0.32,4.4,1.0,0.5,0.0,0.0,,1.0,6.9,2.0,1.0,0.0
2,2024-04-01 02:19:40,2024-04-01 02:35:27,N,1.0,82,129,2.0,0.81,14.2,1.0,0.5,34.0,0.0,,1.0,50.7,1.0,1.0,0.0
2,2024-04-01 02:23:20,2024-04-01 02:44:46,N,1.0,82,56,1.0,2.11,20.5,1.0,0.5,0.0,0.0,,1.0,23.0,2.0,1.0,0.0
2,2024-04-01 01:52:08,2024-04-01 02:00:55,N,1.0,260,82,5.0,1.2,10.0,1.0,0.5,0.0,0.0,,1.0,12.5,2.0,1.0,0.0
2,2024-04-01 02:35:15,2024-04-01 02:43:26,N,1.0,260,82,5.0,0.96,9.3,1.0,0.5,0.0,0.0,,1.0,11.8,2.0,1.0,0.0
2,2024-04-01 02:21:45,2024-04-01 02:30:35,N,1.0,82,129,1.0,1.39,10.0,1.0,0.5,0.0,0.0,,1.0,12.5,2.0,1.0,0.0
2,2024-04-01 02:41:08,2024-04-01 02:45:06,N,1.0,82,129,1.0,0.48,5.8,1.0,0.5,0.0,0.0,,1.0,8.3,2.0,1.0,0.0
2,2024-04-01 02:12:41,2024-04-01 02:35:13,N,5.0,41,94,1.0,6.3,22.0,0.0,0.0,0.0,0.0,,1.0,23.0,2.0,2.0,0.0
2,2024-04-01 02:41:32,2024-04-01 02:51:51,N,5.0,235,42,1.0,3.08,10.0,0.0,0.0,0.0,0.0,,1.0,11.0,2.0,2.0,0.0
2,2024-04-01 03:36:08,2024-04-01 03:46:16,N,1.0,179,145,1.0,1.86,12.8,1.0,0.5,5.0,0.0,,1.0,20.3,1.0,1.0,0.0
2,2024-04-01 03:58:03,2024-04-01 03:58:06,N,5.0,264,264,1.0,0.14,20.0,0.0,0.0,4.2,0.0,,1.0,25.2,1.0,2.0,0.0
2,2024-04-01 03:51:48,2024-04-01 04:07:01,N,1.0,82,7,1.0,2.47,16.3,1.0,0.5,0.0,0.0,,1.0,18.8,2.0,1.0,0.0
2,2024-04-01 03:36:42,2024-04-01 03:41:17,N,1.0,244,244,1.0,0.92,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0
2,2024-04-01 03:09:28,2024-04-01 03:16:21,N,1.0,129,129,1.0,0.76,7.9,1.0,0.5,0.0,0.0,,1.0,10.4,2.0,1.0,0.0
2,2024-04-01 03:07:37,2024-04-01 03:17:54,N,1.0,82,7,2.0,2.18,12.8,1.0,0.5,3.82,0.0,,1.0,19.12,1.0,1.0,0.0
2,2024-04-01 03:32:09,2024-04-01 03:32:12,N,5.0,83,83,1.0,0.0,15.0,0.0,0.0,0.0,0.0,,1.0,16.0,1.0,2.0,0.0
2,2024-04-01 03:15:58,2024-04-01 03:38:44,N,5.0,42,248,1.0,6.35,22.0,0.0,0.0,0.0,0.0,,1.0,23.0,2.0,2.0,0.0
2,2024-04-01 04:57:34,2024-04-01 06:10:48,N,5.0,56,132,1.0,24.93,85.0,0.0,0.0,0.0,0.0,,1.0,88.75,2.0,1.0,2.75
2,2024-04-01 04:32:26,2024-04-01 04:48:12,N,1.0,7,233,1.0,3.89,19.1,1.0,0.5,3.0,0.0,,1.0,27.35,1.0,1.0,2.75
2,2024-04-01 02:47:28,2024-04-01 03:10:17,N,1.0,42,158,1.0,8.04,35.9,1.0,0.5,8.23,0.0,,1.0,49.38,1.0,1.0,2.75
2,2024-04-01 04:11:35,2024-04-01 04:20:49,N,1.0,260,148,1.0,5.53,23.3,1.0,0.5,0.0,0.0,,1.0,28.55,2.0,1.0,2.75
2,2024-04-01 04:00:58,2024-04-01 04:09:01,N,1.0,243,116,1.0,1.62,11.4,1.0,0.5,0.0,0.0,,1.0,13.9,2.0,1.0,0.0
2,2024-04-01 04:20:04,2024-04-01 04:26:03,N,1.0,260,226,1.0,0.89,7.2,1.0,0.5,0.0,0.0,,1.0,9.7,2.0,1.0,0.0
2,2024-04-01 04:25:45,2024-04-01 04:25:54,N,5.0,173,173,1.0,0.0,17.0,0.0,0.0,4.5,0.0,,1.0,22.5,1.0,2.0,0.0
1,2024-04-01 04:51:32,2024-04-01 04:59:40,N,1.0,82,223,1.0,2.5,12.8,0.0,1.5,0.0,0.0,,1.0,14.3,2.0,1.0,0.0
2,2024-04-01 04:34:57,2024-04-01 04:49:57,N,1.0,129,256,3.0,6.34,28.2,1.0,0.5,9.21,0.0,,1.0,39.91,1.0,1.0,0.0
2,2024-04-01 04:11:00,2024-04-01 04:12:15,N,5.0,167,167,1.0,0.2,8.0,0.0,0.0,0.0,0.0,,1.0,9.0,2.0,2.0,0.0
2,2024-04-01 04:19:25,2024-04-01 04:31:19,N,5.0,247,220,1.0,5.71,20.0,0.0,0.0,0.0,0.0,,1.0,21.0,2.0,2.0,0.0
2,2024-04-01 05:44:19,2024-04-01 06:02:49,N,1.0,244,230,1.0,7.84,33.1,1.0,0.5,0.0,0.0,,1.0,38.35,2.0,1.0,2.75
2,2024-04-01 05:07:50,2024-04-01 05:19:09,N,1.0,75,138,1.0,8.07,31.0,6.0,0.5,5.0,6.94,,1.0,50.44,1.0,1.0,0.0
