VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2024-05-01 12:18:04,2024-05-01 12:27:45,N,1.0,65,49,1.0,1.23,10.0,0.0,0.5,0.0,0.0,,1.0,11.5,2.0,1.0,0.0
2,2024-05-01 12:49:46,2024-05-01 13:04:14,N,1.0,97,33,1.0,1.22,13.5,0.0,0.5,0.0,0.0,,1.0,15.0,2.0,1.0,0.0
1,2024-05-01 12:34:18,2024-05-01 12:51:33,N,1.0,82,92,2.0,3.3,17.0,0.0,0.5,0.0,0.0,,0.0,17.5,2.0,1.0,0.0
2,2024-05-01 12:12:52,2024-05-01 12:23:11,N,1.0,97,181,1.0,1.21,11.4,0.0,0.5,2.0,0.0,,1.0,14.9,1.0,1.0,0.0
1,2024-05-01 12:18:27,2024-05-01 12:41:29,N,1.0,25,107,1.0,0.0,21.5,0.0,1.5,0.0,0.0,,1.0,23.0,1.0,1.0,0.0
2,2024-05-01 12:22:42,2024-05-01 12:34:15,N,1.0,24,75,1.0,1.97,13.5,0.0,0.5,0.0,0.0,,1.0,15.0,2.0,1.0,0.0
2,2024-05-01 12:36:59,2024-05-01 12:43:54,N,1.0,75,74,1.0,1.38,9.3,0.0,0.5,0.0,0.0,,1.0,10.8,2.0,1.0,0.0
2,2024-05-01 12:32:28,2024-05-01 12:47:35,N,1.0,43,43,1.0,2.07,15.6,0.0,0.5,5.96,0.0,,1.0,25.81,1.0,1.0,2.75
2,2024-05-01 12:03:14,2024-05-01 12:13:03,N,1.0,43,236,1.0,1.29,10.7,0.0,0.5,0.0,0.0,,1.0,14.95,1.0,1.0,2.75
2,2024-05-01 12:24:31,2024-05-01 13:01:12,N,1.0,41,138,2.0,7.18,40.8,5.0,0.5,10.85,6.94,,1.0,65.09,1.0,1.0,0.0
2,2024-05-01 12:09:49,2024-05-01 12:33:15,N,1.0,95,198,1.0,4.9,27.5,0.0,0.5,0.0,0.0,,1.0,29.0,2.0,1.0,0.0
1,2024-05-01 12:30:40,2024-05-01 13:20:52,N,1.0,36,263,2.0,7.5,45.0,2.75,1.5,9.85,0.0,,1.0,59.1,1.0,1.0,2.75
2,2024-05-01 12:22:54,2024-05-01 12:40:18,N,5.0,65,138,1.0,10.77,50.0,5.0,0.0,11.2,0.0,,1.0,67.2,1.0,2.0,0.0
2,2024-05-01 12:06:49,2024-05-01 12:24:39,N,1.0,74,238,1.0,2.67,18.4,0.0,0.5,3.98,0.0,,1.0,23.88,1.0,1.0,0.0
2,2024-05-01 12:46:18,2024-05-01 13:02:30,N,1.0,74,24,1.0,2.18,15.6,0.0,0.5,3.42,0.0,,1.0,20.52,1.0,1.0,0.0
2,2024-05-01 12:31:45,2024-05-01 12:40:26,N,1.0,75,74,1.0,1.47,10.7,0.0,0.5,1.0,0.0,,0.3,12.5,1.0,1.0,0.0
2,2024-05-01 12:00:49,2024-05-01 12:19:59,N,1.0,74,75,1.0,1.2,17.0,0.0,0.5,4.62,0.0,,1.0,23.12,1.0,1.0,0.0
2,2024-05-01 12:25:48,2024-05-01 12:40:55,N,1.0,75,74,1.0,1.68,14.2,0.0,0.5,0.0,0.0,,1.0,15.7,2.0,1.0,0.0
